,Site,Transect,Date,Genus,Species,Size,Count,Phase,Notes,Observer,Year,log_a_coef,b_coef,biomass_g
1476,French,2,NA,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1477,French,2,NA,Sparisoma,aurofrenatum,5,1,NA,NA,AAS,2010,-5.7587,3.4291,1.167449334
1478,French,2,NA,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1479,French,2,NA,Sparisoma,rubripinne,20,1,NA,NA,AAS,2010,-4.8701,3.0641,151.5255991
1480,French,3,NA,Scarus,iseri,8,1,NA,NA,AAS,2010,-4.8887,3.0548,8.411225809
1481,French,3,NA,Scarus,iseri,5,1,NA,NA,AAS,2010,-4.8887,3.0548,2.001306331
1482,French,3,NA,Scarus,iseri,5,1,NA,NA,AAS,2010,-4.8887,3.0548,2.001306331
1483,French,3,NA,Scarus,iseri,5,1,NA,NA,AAS,2010,-4.8887,3.0548,2.001306331
1484,French,3,NA,Sparisoma,viride,20,1,NA,NA,AAS,2010,-4.5223,2.9214,158.4634217
1485,French,3,NA,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
1486,French,3,NA,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
1487,French,3,NA,Sparisoma,viride,14,1,NA,NA,AAS,2010,-4.5223,2.9214,55.89827983
1488,French,3,NA,Sparisoma,aurofrenatum,22,1,NA,NA,AAS,2010,-5.7587,3.4291,187.8026062
1489,French,3,NA,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1490,French,3,NA,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1491,French,3,NA,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1492,French,3,NA,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1493,French,4,NA,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1494,French,4,NA,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
1495,French,4,NA,Scarus,iseri,5,1,NA,NA,AAS,2010,-4.8887,3.0548,2.001306331
1496,French,4,NA,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
1497,French,4,NA,Scarus,iseri,15,1,NA,NA,AAS,2010,-4.8887,3.0548,57.38832884
1498,French,4,NA,Scarus,taeniopterus,8,1,NA,NA,AAS,2010,-4.1836,2.7086,9.356416341
1499,French,4,NA,Scarus,vetula,30,1,NA,NA,AAS,2010,-5.5396,3.33,511.9337691
1500,French,4,NA,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
1501,French,4,NA,Sparisoma,viride,12,1,NA,NA,AAS,2010,-4.5223,2.9214,35.63035031
1502,French,4,NA,Sparisoma,viride,14,1,NA,NA,AAS,2010,-4.5223,2.9214,55.89827983
1503,French,4,NA,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1504,French,4,NA,Sparisoma,aurofrenatum,5,1,NA,NA,AAS,2010,-5.7587,3.4291,1.167449334
1505,French,4,NA,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1506,French,4,NA,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1507,French,4,NA,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1508,French,4,NA,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1509,French,5,NA,Scarus,iseri,5,1,NA,NA,AAS,2010,-4.8887,3.0548,2.001306331
1510,French,5,NA,Scarus,vetula,25,1,NA,NA,AAS,2010,-5.5396,3.33,278.9589045
1511,French,5,NA,Sparisoma,viride,10,1,NA,NA,AAS,2010,-4.5223,2.9214,20.91702907
1512,French,5,NA,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1513,French,5,NA,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1514,French,5,NA,Sparisoma,aurofrenatum,5,1,NA,NA,AAS,2010,-5.7587,3.4291,1.167449334
1515,French,6,NA,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1516,French,6,NA,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
1517,French,6,NA,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1518,French,6,NA,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
1519,French,6,NA,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1520,French,6,NA,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
1521,French,7,NA,Sparisoma,viride,28,1,NA,NA,DEB,2010,-4.5223,2.9214,423.4747036
1522,French,7,NA,Sparisoma,viride,26,1,NA,NA,DEB,2010,-4.5223,2.9214,341.0382874
1523,French,7,NA,Sparisoma,viride,18,1,NA,NA,DEB,2010,-4.5223,2.9214,116.4804652
1524,French,7,NA,Sparisoma,aurofrenatum,6,1,NA,NA,DEB,2010,-5.7587,3.4291,2.181516252
1525,French,7,NA,Sparisoma,aurofrenatum,10,1,NA,NA,DEB,2010,-5.7587,3.4291,12.57476854
1526,French,7,NA,Sparisoma,rubripinne,28,1,NA,NA,DEB,2010,-4.8701,3.0641,424.851273
1527,French,8,NA,Scarus,iseri,12,1,NA,NA,DEB,2010,-4.8887,3.0548,29.02571124
1528,French,8,NA,Sparisoma,viride,22,1,NA,NA,DEB,2010,-4.5223,2.9214,209.3406748
1529,French,8,NA,Sparisoma,viride,28,1,NA,NA,DEB,2010,-4.5223,2.9214,423.4747036
1530,French,8,NA,Sparisoma,viride,28,1,NA,NA,DEB,2010,-4.5223,2.9214,423.4747036
1531,French,8,NA,Sparisoma,viride,18,1,NA,NA,DEB,2010,-4.5223,2.9214,116.4804652
1532,French,8,NA,Sparisoma,viride,15,1,NA,NA,DEB,2010,-4.5223,2.9214,68.38061528
1533,French,8,NA,Sparisoma,viride,10,1,NA,NA,DEB,2010,-4.5223,2.9214,20.91702907
1534,French,8,NA,Sparisoma,viride,30,1,NA,NA,DEB,2010,-4.5223,2.9214,518.0384956
1535,French,8,NA,Sparisoma,aurofrenatum,16,1,NA,NA,DEB,2010,-5.7587,3.4291,63.01556471
1536,French,8,NA,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1537,French,8,NA,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1538,French,8,NA,Sparisoma,aurofrenatum,18,1,NA,NA,DEB,2010,-5.7587,3.4291,94.37456161
1539,French,8,NA,Sparisoma,aurofrenatum,18,1,NA,NA,DEB,2010,-5.7587,3.4291,94.37456161
1540,French,8,NA,Sparisoma,aurofrenatum,10,1,NA,NA,DEB,2010,-5.7587,3.4291,12.57476854
1541,French,8,NA,Sparisoma,aurofrenatum,20,1,NA,NA,DEB,2010,-5.7587,3.4291,135.4446821
1542,French,8,NA,Sparisoma,aurofrenatum,18,1,NA,NA,DEB,2010,-5.7587,3.4291,94.37456161
1543,French,8,NA,Sparisoma,aurofrenatum,8,1,NA,NA,DEB,2010,-5.7587,3.4291,5.85040423
1544,French,8,NA,Sparisoma,aurofrenatum,22,1,NA,NA,DEB,2010,-5.7587,3.4291,187.8026062
1545,French,9,NA,Scarus,coelestinus,10,1,NA,NA,DEB,2010,-4.8764,3.0618,17.66851298
1546,French,9,NA,Scarus,coelestinus,15,1,NA,NA,DEB,2010,-4.8764,3.0618,61.14433373
1547,French,9,NA,Scarus,coelestinus,12,1,NA,NA,DEB,2010,-4.8764,3.0618,30.87714513
1548,French,9,NA,Scarus,coelestinus,12,1,NA,NA,DEB,2010,-4.8764,3.0618,30.87714513
1549,French,9,NA,Scarus,vetula,35,1,NA,NA,DEB,2010,-5.5396,3.33,855.3553728
1550,French,9,NA,Scarus,vetula,20,1,NA,NA,DEB,2010,-5.5396,3.33,132.6874615
1551,French,9,NA,Sparisoma,viride,28,1,NA,NA,DEB,2010,-4.5223,2.9214,423.4747036
1552,French,9,NA,Sparisoma,viride,8,1,NA,NA,DEB,2010,-4.5223,2.9214,10.89901093
1553,French,9,NA,Sparisoma,viride,22,1,NA,NA,DEB,2010,-4.5223,2.9214,209.3406748
1554,French,9,NA,Sparisoma,viride,25,1,NA,NA,DEB,2010,-4.5223,2.9214,304.1178709
1555,French,10,NA,Scarus,iseri,12,1,NA,NA,DEB,2010,-4.8887,3.0548,29.02571124
1556,French,10,NA,Sparisoma,viride,12,1,NA,NA,DEB,2010,-4.5223,2.9214,35.63035031
1557,French,10,NA,Sparisoma,viride,18,1,NA,NA,DEB,2010,-4.5223,2.9214,116.4804652
1558,French,10,NA,Sparisoma,viride,8,1,NA,NA,DEB,2010,-4.5223,2.9214,10.89901093
1559,French,10,NA,Sparisoma,viride,25,1,NA,NA,DEB,2010,-4.5223,2.9214,304.1178709
1560,French,10,NA,Sparisoma,viride,29,1,NA,NA,DEB,2010,-4.5223,2.9214,469.1908252
1561,French,10,NA,Sparisoma,viride,22,1,NA,NA,DEB,2010,-4.5223,2.9214,209.3406748
1562,French,10,NA,Sparisoma,aurofrenatum,8,1,NA,NA,DEB,2010,-5.7587,3.4291,5.85040423
1563,French,10,NA,Sparisoma,aurofrenatum,22,1,NA,NA,DEB,2010,-5.7587,3.4291,187.8026062
1564,French,10,NA,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1565,French,10,NA,Sparisoma,aurofrenatum,12,1,NA,NA,DEB,2010,-5.7587,3.4291,23.49743251
1566,French,10,NA,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1567,Molasses,1,7/30/2010,Scarus,coelestinus,12,1,NA,NA,AAS,2010,-4.8764,3.0618,30.87714513
1568,Molasses,1,7/30/2010,Scarus,coelestinus,10,1,NA,NA,AAS,2010,-4.8764,3.0618,17.66851298
1569,Molasses,1,7/30/2010,Scarus,coelestinus,12,1,NA,NA,AAS,2010,-4.8764,3.0618,30.87714513
1570,Molasses,1,7/30/2010,Scarus,coelestinus,13,1,NA,NA,AAS,2010,-4.8764,3.0618,39.45224815
1571,Molasses,1,7/30/2010,Scarus,coelestinus,14,1,NA,NA,AAS,2010,-4.8764,3.0618,49.50109656
1572,Molasses,1,7/30/2010,Scarus,coelestinus,15,1,NA,NA,AAS,2010,-4.8764,3.0618,61.14433373
1573,Molasses,1,7/30/2010,Scarus,iseri,11,1,NA,NA,AAS,2010,-4.8887,3.0548,22.25083814
1574,Molasses,1,7/30/2010,Scarus,vetula,30,1,NA,NA,AAS,2010,-5.5396,3.33,511.9337691
1575,Molasses,1,7/30/2010,Scarus,vetula,20,1,NA,NA,AAS,2010,-5.5396,3.33,132.6874615
1576,Molasses,1,7/30/2010,Scarus,vetula,18,1,NA,NA,AAS,2010,-5.5396,3.33,93.42378146
1577,Molasses,1,7/30/2010,Scarus,vetula,25,1,NA,NA,AAS,2010,-5.5396,3.33,278.9589045
1578,Molasses,1,7/30/2010,Sparisoma,viride,12,1,NA,NA,AAS,2010,-4.5223,2.9214,35.63035031
1579,Molasses,1,7/30/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1580,Molasses,1,7/30/2010,Sparisoma,viride,13,1,NA,NA,AAS,2010,-4.5223,2.9214,45.01674706
1581,Molasses,1,7/30/2010,Sparisoma,viride,5,1,NA,NA,AAS,2010,-4.5223,2.9214,2.761029016
1582,Molasses,1,7/30/2010,Sparisoma,viride,30,1,NA,NA,AAS,2010,-4.5223,2.9214,518.0384956
1583,Molasses,1,7/30/2010,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1584,Molasses,1,7/30/2010,Sparisoma,aurofrenatum,6,1,NA,NA,AAS,2010,-5.7587,3.4291,2.181516252
1585,Molasses,1,7/30/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1586,Molasses,1,7/30/2010,Sparisoma,aurofrenatum,22,1,NA,NA,AAS,2010,-5.7587,3.4291,187.8026062
1587,Molasses,1,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1588,Molasses,2,7/30/2010,Scarus,vetula,35,1,NA,NA,AAS,2010,-5.5396,3.33,855.3553728
1589,Molasses,2,7/30/2010,Sparisoma,viride,12,1,NA,NA,AAS,2010,-4.5223,2.9214,35.63035031
1590,Molasses,2,7/30/2010,Sparisoma,viride,10,1,NA,NA,AAS,2010,-4.5223,2.9214,20.91702907
1591,Molasses,2,7/30/2010,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
1592,Molasses,2,7/30/2010,Sparisoma,viride,12,1,NA,NA,AAS,2010,-4.5223,2.9214,35.63035031
1593,Molasses,2,7/30/2010,Sparisoma,viride,13,1,NA,NA,AAS,2010,-4.5223,2.9214,45.01674706
1594,Molasses,2,7/30/2010,Sparisoma,viride,4,1,NA,NA,AAS,2010,-4.5223,2.9214,1.438659635
1595,Molasses,2,7/30/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1596,Molasses,2,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1597,Molasses,2,7/30/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1598,Molasses,2,7/30/2010,Sparisoma,aurofrenatum,11,1,NA,NA,AAS,2010,-5.7587,3.4291,17.43571079
1599,Molasses,2,7/30/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1600,Molasses,2,7/30/2010,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1601,Molasses,2,7/30/2010,Sparisoma,chrysopterum,10,1,NA,NA,AAS,2010,-5.1754,3.1708,14.66222906
1602,Molasses,2,7/30/2010,Sparisoma,rubripinne,15,1,NA,NA,AAS,2010,-4.8701,3.0641,62.75686304
1603,Molasses,3,7/30/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
1604,Molasses,3,7/30/2010,Sparisoma,viride,17,1,NA,NA,AAS,2010,-4.5223,2.9214,98.56744039
1605,Molasses,3,7/30/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1606,Molasses,3,7/30/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1607,Molasses,3,7/30/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
1608,Molasses,3,7/30/2010,Sparisoma,aurofrenatum,17,1,NA,NA,AAS,2010,-5.7587,3.4291,77.57689558
1609,Molasses,3,7/30/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1610,Molasses,3,7/30/2010,Sparisoma,aurofrenatum,21,1,NA,NA,AAS,2010,-5.7587,3.4291,160.1113737
1611,Molasses,4,7/30/2010,Scarus,guacamaia,45,1,NA,NA,AAS,2010,-4.8714,3.0626,1796.092274
1612,Molasses,4,7/30/2010,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1613,Molasses,4,7/30/2010,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
1614,Molasses,4,7/30/2010,Scarus,iseri,5,1,NA,NA,AAS,2010,-4.8887,3.0548,2.001306331
1615,Molasses,4,7/30/2010,Scarus,vetula,25,1,NA,NA,AAS,2010,-5.5396,3.33,278.9589045
1616,Molasses,4,7/30/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1617,Molasses,4,7/30/2010,Sparisoma,viride,20,1,NA,NA,AAS,2010,-4.5223,2.9214,158.4634217
1618,Molasses,4,7/30/2010,Sparisoma,viride,5,1,NA,NA,AAS,2010,-4.5223,2.9214,2.761029016
1619,Molasses,4,7/30/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1620,Molasses,4,7/30/2010,Sparisoma,viride,6,1,NA,NA,AAS,2010,-4.5223,2.9214,4.703174179
1621,Molasses,4,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1622,Molasses,4,7/30/2010,Sparisoma,chrysopterum,14,1,NA,NA,AAS,2010,-5.1754,3.1708,42.6130653
1623,Molasses,5,7/30/2010,Scarus,taeniopterus,11,1,NA,NA,AAS,2010,-4.1836,2.7086,22.16747498
1624,Molasses,5,7/30/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1625,Molasses,5,7/30/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
1626,Molasses,5,7/30/2010,Sparisoma,viride,33,1,NA,NA,AAS,2010,-4.5223,2.9214,684.3631616
1627,Molasses,5,7/30/2010,Sparisoma,viride,10,1,NA,NA,AAS,2010,-4.5223,2.9214,20.91702907
1628,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1629,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
1630,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1631,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1632,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
1633,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,17,1,NA,NA,AAS,2010,-5.7587,3.4291,77.57689558
1634,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,18,1,NA,NA,AAS,2010,-5.7587,3.4291,94.37456161
1635,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,11,1,NA,NA,AAS,2010,-5.7587,3.4291,17.43571079
1636,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1637,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1638,Molasses,5,7/30/2010,Sparisoma,aurofrenatum,19,1,NA,NA,AAS,2010,-5.7587,3.4291,113.59886
1639,Molasses,6,7/30/2010,Scarus,taeniopterus,4,1,NA,NA,AAS,2010,-4.1836,2.7086,1.431329731
1640,Molasses,6,7/30/2010,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
1641,Molasses,6,7/30/2010,Sparisoma,viride,35,1,NA,NA,AAS,2010,-4.5223,2.9214,812.7189473
1642,Molasses,6,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1643,Molasses,6,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1644,Molasses,6,7/30/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1645,Molasses,6,7/30/2010,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1646,Molasses,6,7/30/2010,Sparisoma,chrysopterum,15,1,NA,NA,AAS,2010,-5.1754,3.1708,53.03348467
1647,Molasses,6,7/30/2010,Sparisoma,chrysopterum,16,1,NA,NA,AAS,2010,-5.1754,3.1708,65.07641814
1648,Molasses,6,7/30/2010,Sparisoma,rubripinne,19,1,NA,NA,AAS,2010,-4.8701,3.0641,129.4878168
1649,Molasses,7,7/30/2010,Scarus,taeniopterus,16,1,NA,NA,AAS,2010,-4.1836,2.7086,61.16167702
1650,Molasses,7,7/30/2010,Sparisoma,viride,25,1,NA,NA,AAS,2010,-4.5223,2.9214,304.1178709
1651,Molasses,7,7/30/2010,Sparisoma,viride,31,1,NA,NA,AAS,2010,-4.5223,2.9214,570.1170803
1652,Molasses,7,7/30/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1653,Molasses,7,7/30/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
1654,Molasses,7,7/30/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
1655,Molasses,7,7/30/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1656,Molasses,7,7/30/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1657,Molasses,7,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1658,Molasses,7,7/30/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
1659,Molasses,7,7/30/2010,Sparisoma,aurofrenatum,19,1,NA,NA,AAS,2010,-5.7587,3.4291,113.59886
1660,Molasses,7,7/30/2010,Sparisoma,chrysopterum,22,1,NA,NA,AAS,2010,-5.1754,3.1708,178.6297689
1661,Molasses,8,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1662,Molasses,8,7/30/2010,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1663,Molasses,8,7/30/2010,Sparisoma,aurofrenatum,6,1,NA,NA,AAS,2010,-5.7587,3.4291,2.181516252
1664,Molasses,8,7/30/2010,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1665,Molasses,8,7/30/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1666,Molasses,8,7/30/2010,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1667,Molasses,9,7/30/2010,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1668,Molasses,9,7/30/2010,Scarus,taeniopterus,20,1,NA,NA,AAS,2010,-4.1836,2.7086,111.9360162
1669,Molasses,9,7/30/2010,Scarus,vetula,35,1,NA,NA,AAS,2010,-5.5396,3.33,855.3553728
1670,Molasses,9,7/30/2010,Scarus,vetula,25,1,NA,NA,AAS,2010,-5.5396,3.33,278.9589045
1671,Molasses,9,7/30/2010,Sparisoma,viride,17,1,NA,NA,AAS,2010,-4.5223,2.9214,98.56744039
1672,Molasses,9,7/30/2010,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
1673,Molasses,9,7/30/2010,Sparisoma,viride,17,1,NA,NA,AAS,2010,-4.5223,2.9214,98.56744039
1674,Molasses,9,7/30/2010,Sparisoma,viride,25,1,NA,NA,AAS,2010,-4.5223,2.9214,304.1178709
1675,Molasses,9,7/30/2010,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
1676,Molasses,9,7/30/2010,Sparisoma,viride,11,1,NA,NA,AAS,2010,-4.5223,2.9214,27.6327807
1677,Molasses,9,7/30/2010,Sparisoma,viride,8,1,NA,NA,AAS,2010,-4.5223,2.9214,10.89901093
1678,Molasses,9,7/30/2010,Sparisoma,viride,6,1,NA,NA,AAS,2010,-4.5223,2.9214,4.703174179
1679,Molasses,9,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1680,Molasses,9,7/30/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1681,Molasses,9,7/30/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
1682,Molasses,9,7/30/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1683,Molasses,9,7/30/2010,Sparisoma,aurofrenatum,21,1,NA,NA,AAS,2010,-5.7587,3.4291,160.1113737
1684,Molasses,9,7/30/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1685,Molasses,10,7/30/2010,Sparisoma,viride,23,1,NA,NA,DEB,2010,-4.5223,2.9214,238.3700569
1686,Molasses,10,7/30/2010,Sparisoma,viride,30,1,NA,NA,DEB,2010,-4.5223,2.9214,518.0384956
1687,Molasses,10,7/30/2010,Sparisoma,viride,6,1,NA,NA,DEB,2010,-4.5223,2.9214,4.703174179
1688,Molasses,10,7/30/2010,Sparisoma,aurofrenatum,8,1,NA,NA,DEB,2010,-5.7587,3.4291,5.85040423
1689,Molasses,10,7/30/2010,Sparisoma,aurofrenatum,12,1,NA,NA,DEB,2010,-5.7587,3.4291,23.49743251
1690,Molasses,10,7/30/2010,Sparisoma,aurofrenatum,6,1,NA,NA,DEB,2010,-5.7587,3.4291,2.181516252
1691,Molasses,10,7/30/2010,Sparisoma,aurofrenatum,12,1,NA,NA,DEB,2010,-5.7587,3.4291,23.49743251
1692,Molasses,10,7/30/2010,Sparisoma,aurofrenatum,20,1,NA,NA,DEB,2010,-5.7587,3.4291,135.4446821
1693,Molasses,10,7/30/2010,Sparisoma,aurofrenatum,16,1,NA,NA,DEB,2010,-5.7587,3.4291,63.01556471
1694,Pickles,1,7/13/2010,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1695,Pickles,1,7/13/2010,Scarus,taeniopterus,20,1,NA,NA,AAS,2010,-4.1836,2.7086,111.9360162
1696,Pickles,1,7/13/2010,Scarus,taeniopterus,15,1,NA,NA,AAS,2010,-4.1836,2.7086,51.35240458
1697,Pickles,1,7/13/2010,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
1698,Pickles,1,7/13/2010,Sparisoma,viride,12,1,NA,NA,AAS,2010,-4.5223,2.9214,35.63035031
1699,Pickles,1,7/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
1700,Pickles,1,7/13/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1701,Pickles,1,7/13/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1702,Pickles,1,7/13/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1703,Pickles,2,7/13/2010,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1704,Pickles,2,7/13/2010,Scarus,iseri,10,1,NA,NA,AAS,2010,-4.8887,3.0548,16.6302968
1705,Pickles,2,7/13/2010,Scarus,vetula,21,1,NA,NA,AAS,2010,-5.5396,3.33,156.0954527
